,country,description,total_model_predict
9650,France,"This Valmur is broad, soft, rich, with less mineral character than some Grand Crus. What is does offer is open, accessible white fruits, melon, warm toast and a very fine acidity.",France
9651,France,"Superripe fruit gives the wine weight and richness, toast and peach and pineapple fruits. Old vines give the concentration and opulent fruit. Worth aging 2–3 years.",France
9652,France,"On the south bank of the River Serein, Sécher is one of the lesser known Premier Crus. This is a cool, crisp wine, emphasizing both green fruits and an underlying buttery touch. Beautifully integrated acidity frames the wine.",France
9653,France,"A delicious wine that steers a wonderful path between crisp, mineral acidity and opulent white and yellow fruits. There is a sense of style and poise here, acidity slipping neatly into the ripe fruit. It has aging potential for 5–6 years, probably more.",France
9654,France,"This wine is a blend of Chardonnay from different regions of France. It is light, fresh and clean, with some attractive white fruit flavors, lifted by some crisp acidity.",France
9655,France,"This is a balanced, ripe and wood-aged wine that is intense and seductively attractive. It has a yellow fruit flavor, with acidity and a superb edge of wood. This should age well.",France
9656,France,"Ripe and full bodied, this is a wine that reflects the softness of the vintage. Aged in wood, it has a rounded texture, with spice, apricot and pineapple flavors, finishing with a touch of acidity.",France
9657,France,"This is a very minerally wine with a fine, steely, taut character. It offers notes of fresh-cut apple and citrus juice, with a lively, bright finish.",France
9658,France,"Crisp and minerally, this has an apple and grapefruit feel. It is fresh and very fruity; the upfront acidity lends an intensely refreshing character. This is ready to drink.",France
9659,France,"Soft and ripe, this has the richness of ripe apples and pears, but is lightened with bright acidity. There's a great tang of lemon to lift the wine into crispness while remaining richly textured.",France
9660,France,"Ripe and creamy in texture, this wine offers mango and pineapple flavors and crisp, citrusy acidity. It's an age-worthy selection, with minerality and a fine texture.",France
9661,France,"Full, rich and round, this is packed with ripe yellow-fruit flavors, layered with toast. It bears a spice note, delicious acidity and a concentrated, open finish. Let it age for 2–3 years, but it is also enjoyable now.",France
9662,France,"Woody, toasty aromas announce this rich wine. With the ripe peach and nectarine flavors, this feels generous and opulent. However, there is always that push of a more steely, taut character to keep  firmly in its terroir.",France
9663,France,"Balancing sweet wood and mineral-driven citrus character, this is elegant and stylish, showing peach and grapefruit flavors. The wood, so fine, acts as balance and support. Age for 5–6 years.",France
9664,France,"A wine that has created its own universe. It has a unique, special softness that allies with the total purity that comes from a small, enclosed single vineyard. The fruit is almost irrelevant here, because it comes as part of a much deeper complexity. This is a great wine, at the summit of Champagne, a sublime, unforgettable experience.",US
9665,France,"Intensely Chardonnay, this beautiful wine, named after the ancient rulers of Champagne, is pure mineral, green and citrus fruits, a steely shaft of pure concentration. Now just with a light touch of toast, this still will mature for several years.",France
9666,France,"On the nose, the aromas are of wood and fruit, but the palate demonstrates the ripe fruit of the vintage. It's smooth and opulent, and the barrel influence is in balance with the yellow and orange fruit flavors. This will be ready to drink in two years.",France
9667,France,"Warm and ripe, this has fine honey and yellow fruit flavors. It has well-integrated acidity, with a touch of apple that lends a crisp finish.",France
9668,France,"The ripe yellow fruits and wood aging work together in this rich, full-bodied effort. The acidity lends a refreshing relief as the wine rolls around on the palate. Drink in a year.",France
9669,France,"Ripe and fruity, this has a crisp line of acidity and a minerally character. It dances on the palate with its apple and citrus flavors. Already delicious to drink.",France
9670,France,"Soft and warm, this already a pleasure to drink. It has ripe apple fruit and balanced acidity, with a fragrant orange-peel edge and lemon-like acidity on the finish. This is delicious as an apèritif and with food.",France
9671,France,"This has apricot and pear flavors, plus a nutmeg hint and intense, refreshing acidity.",France
9672,France,"This is a rich, fruity wine that has a definite minerally character. The chalky texture is laced with lemon and apricot flavors, leading to a crisp, tight finish.",France
9673,France,"A toasty and buttery wine that is initially smooth and silky. It's only on the mid-palate that the tauter, more steely character of Chablis comes through. With fresh acidity, this easily combines both ripeness and mouthwatering crispness.",France
